chr1	179	340	0	0	0	9	0	49
chr1	495	651	0	0	0	21	0	50
chr1	994	1128	2	4	0	14	0	50
chr1	1539	1673	0	0	0	12	2	47
chr1	1875	2038	0	0	0	11	3	46
chr1	2581	2792	0	0	0	8	2	50
chr1	3065	3279	0	0	0	4	2	42
chr1	3716	3881	0	0	0	17	2	46
chr1	4042	4221	1	5	0	30	0	50
chr1	7216	7332	0	0	0	11	1	49
chr1	8971	9155	1	1	0	8	0	41
chr1	9350	9495	2	2	0	18	0	49
chr1	9754	9961	0	0	0	12	1	49
chr1	10513	10759	1	1	0	13	0	46
chr1	11030	11255	0	0	0	7	0	49
chr1	13358	13560	0	0	0	11	1	48
chr1	13818	13919	0	0	0	8	2	45
chr1	14343	14496	0	0	0	8	1	48
chr1	14693	14941	0	0	0	8	1	50
chr1	15439	15585	0	0	0	5	0	38
chr1	15874	15979	0	0	0	9	0	49
chr1	16607	16707	0	0	0	6	0	45
chr1	17022	17258	0	0	0	5	1	47
chr1	17514	17616	1	1	0	4	0	41
