chr1	495	651	0	0	0	18	3	47
chr1	994	1128	2	4	0	12	0	49
chr1	1539	1673	0	0	0	33	0	50
chr1	1875	2038	0	0	0	27	1	49
chr1	2581	2792	0	0	0	3	1	42
chr1	3065	3279	0	0	0	3	0	42
chr1	4042	4221	1	5	0	5	0	45
chr1	4559	4672	0	0	0	19	2	48
chr1	5015	5182	0	0	0	10	2	48
chr1	5631	5827	0	0	0	7	0	50
chr1	5976	6155	1	1	0	0	1	33
chr1	6384	6618	0	0	0	8	0	46
chr1	7914	8130	0	0	0	14	4	49
chr1	8333	8502	0	0	0	10	1	45
chr1	10513	10759	1	1	0	6	0	49
chr1	11030	11255	0	0	0	9	1	49
chr1	13358	13560	0	0	0	6	0	40
chr1	13818	13919	0	0	0	8	0	41
chr1	15439	15585	0	0	0	6	0	42
chr1	15874	15979	0	0	0	11	0	48
chr1	16607	16707	0	0	0	5	0	46
chr1	17022	17258	0	0	0	8	0	48
chr1	17514	17616	1	1	0	4	0	44
