chr1	179	340	0	0	0	9	0	47
chr1	495	651	0	0	0	13	3	48
chr1	994	1128	2	4	0	12	0	42
chr1	1539	1673	0	0	0	22	3	50
chr1	1875	2038	0	0	0	26	1	50
chr1	2581	2792	0	0	0	3	0	45
chr1	3716	3881	0	0	0	11	0	49
chr1	4042	4221	1	5	0	15	1	48
chr1	4559	4672	0	0	0	4	0	39
chr1	5631	5827	0	0	0	9	0	39
chr1	5976	6155	1	1	0	0	1	34
chr1	6384	6618	0	0	0	8	1	47
chr1	7216	7332	0	0	0	7	0	34
chr1	8971	9155	1	1	0	7	1	42
chr1	9350	9495	2	2	0	16	1	47
chr1	9754	9961	0	0	0	14	1	49
chr1	10513	10759	1	1	0	8	0	48
chr1	11030	11255	0	0	0	13	0	47
chr1	11745	11912	0	0	0	3	0	42
chr1	12169	12326	0	0	0	5	0	39
chr1	13358	13560	0	0	0	6	1	46
chr1	15439	15585	0	0	0	7	1	48
chr1	15874	15979	0	0	0	5	0	47
chr1	16607	16707	0	0	0	2	1	40
chr1	17022	17258	0	0	0	4	1	35
