chr1	179	340	0	0	0	15	3	50
chr1	495	651	0	0	0	18	2	50
chr1	994	1128	2	4	0	14	0	50
chr1	1539	1673	0	0	0	12	4	50
chr1	1875	2038	0	0	0	19	3	49
chr1	2581	2792	0	0	0	9	0	48
chr1	3065	3279	0	0	0	8	0	42
chr1	4559	4672	0	0	0	13	0	41
chr1	5015	5182	0	0	0	10	1	47
chr1	5631	5827	0	0	0	7	0	45
chr1	5976	6155	1	1	0	0	1	29
chr1	6384	6618	0	0	0	6	0	48
chr1	7216	7332	0	0	0	8	0	48
chr1	7914	8130	0	0	0	21	1	49
chr1	8333	8502	0	0	0	10	0	49
chr1	8971	9155	1	1	0	1	0	12
chr1	9350	9495	2	2	0	1	0	45
chr1	10513	10759	1	1	0	7	0	46
chr1	11030	11255	0	0	0	9	2	44
chr1	11745	11912	0	0	0	4	0	48
chr1	12675	12841	0	0	0	6	1	49
chr1	13358	13560	0	0	0	7	2	40
chr1	13818	13919	0	0	0	7	1	49
chr1	15439	15585	0	0	0	7	0	48
chr1	15874	15979	0	0	0	4	0	34
chr1	16607	16707	0	0	0	3	0	40
chr1	17022	17258	0	0	0	5	0	39
chr1	17514	17616	1	1	0	1	0	38
