chr1	179	340	0	0	0	14	2	50
chr1	495	651	0	0	0	20	5	49
chr1	994	1128	2	4	0	20	0	48
chr1	1539	1673	0	0	0	29	2	48
chr1	1875	2038	0	0	0	27	3	48
chr1	2581	2792	0	0	0	4	0	49
chr1	3065	3279	0	0	0	3	0	43
chr1	3716	3881	0	0	0	3	0	44
chr1	4042	4221	1	5	0	3	0	36
chr1	4559	4672	0	0	0	15	0	48
chr1	5015	5182	0	0	0	20	1	48
chr1	5976	6155	1	1	0	0	1	27
chr1	6384	6618	0	0	0	5	0	47
chr1	7216	7332	0	0	0	6	1	44
chr1	7914	8130	0	0	0	7	1	41
chr1	8333	8502	0	0	0	13	0	48
chr1	9350	9495	2	2	0	3	0	39
chr1	10513	10759	1	1	0	5	0	40
chr1	11030	11255	0	0	0	5	0	43
chr1	12169	12326	0	0	0	6	0	49
chr1	13358	13560	0	0	0	8	0	45
chr1	13818	13919	0	0	0	9	0	47
chr1	14693	14941	0	0	0	3	0	46
chr1	15439	15585	0	0	0	3	0	42
chr1	15874	15979	0	0	0	11	0	50
chr1	17022	17258	0	0	0	3	0	33
chr1	17514	17616	1	1	0	3	0	42
